kalimat,predicted_label
hamas teroris lahir tindas jajah israel ya kayak ppki kali ya kongres pemuda i ii jaman jajah belanda,NEGATIVE
wameendelea kuibutua gaza na hamas hawajaua mateka hata mmoja kama walivyotishia chezea israel wewe kawaambia wakitaka wawaue lkn ye lazima ale nao sahan moja hizo zote ni mbinu za hamas kuomba yaishe lkn israel hataki kusikia had waseme,NEGATIVE
monik gaza milik palestina sandera warga palestina sandera bunuh israel warga israel sandera hamas rawat bebas syarat heran banget udah tua pikir sampah,NEGATIVE
pihak manusia hamas anjing israel anjing,NEGATIVE
bentar hamas israel udah jajah palestina tolong baca hamas aja muda orang hamas bentuk ngelawan sekian jajah sekolah pas pelajarn pkn tau gak negara jajah ngelawan gak,NEGATIVE
awal diri israel sumbang hamas saing tanding plo demokrasi ga murah hamas organisasi yah peran bayar pajak amerika sponsorship israel kartu hamas dipake u genosida,NEGATIVE
klo liat dri timeline sjarah prtanyaan saudara trbalik knp hamas mlakukan tsb scra de facto palestina udh ad sblm zionis mnyatakan merdeka israel beking inggris krn opresi trus mnerus israel thdp palestina hamas lahir,NEGATIVE
gin pakde ngutukin israel dukung teroris hamas gmn pakde,NEGATIVE
hamas pilih dana latih iran cegah normalisasi arab saudi israel mana pengaruh iran negara muslim kurang normalisasi miris karna adu domba penting negara,NEGATIVE
indonesia negara netral konflik israel palestina indonesia aku israel perang agama hamas vs isarael hamas perintah palestina kayak israel idf iya orang islam indo dukung palestina lu gak,NEGATIVE
nyalahin israel benar laku hamas laku sperti ahh masuk jurang mah,NEGATIVE
njia ya muongo ni fupi mno yule bibi alieachiliwa juz si kasema hamas ni watu wema na wala hawajateswa imekuwaje tena ndo maana israel wanakwambia wanaedili nae wanamjua vzur na hakuna rudi nyuma si walisema wataua mateka na watarekodi matukio yote kawaambia jaribuni,NEGATIVE
pas hamas nyerang okt kemaren israel jor joran nyari dukung sosmed klo serang bla bla bla blgnya oke emg lg konflik tp jgn nyerang warga sipil gaada urus sm konflik they dont deserved this,NEGATIVE
tahan hamas malam sidang media keluarga orang tahan maklum bahawa janji gencat senjata patut capai patut bebas israel israelunderattack,NEGATIVE
video gaza kepung roket hamas sambut datang tank israel vlix,POSITIVE
ohhh ya opini kayak gin mbak ngebacot doang lu fokus konflik serah logika hati lu fokus aja hamas sampe kiamat biar fokus keji israel jelas nya,NEGATIVE
wakil marah teroris hamas serang israel bunuh rakyat sipil i m with israel,NEGATIVE
tolong sesat terowong hamas tulis amerika seru israel sabar timbang teliti akibat reaksi gesa gesa juang palestin,NEGATIVE
dude narasi israel they have nowhere to go border palestina tutup oktober gapunya jalan ngebom west bank mana situ gak hamas they re targetting all palestinians you idiot,NEGATIVE
aneh ngeliat orang percaya anak bayi dib nuh hamas dalem oven gaada bukti percaya anak tembak mati dalem lemari gaada bercak darah mayat percaya banding puluh ribu bukti video foto mayat anak tinggal gara israel,NEGATIVE
palestina bawa bendera komunis nasionalis lawan israel keok skg hamas bawa bendera agama lawan israel fatah nasionalis lembek lawan butuh wadah ideologi kuat bawa agama klaim tanah orang israel duluan xixixi,NEGATIVE
hebat pasu hamas hajar tentara israel tentara israel berani rakyat sipil mak janda tua balita,NEGATIVE
tolong sesat terowong hamas tulis amerika seru israel sabar timbang teliti akibat reaksi gesa gesa juang palestin,NEGATIVE
sebenernya israel palestina hidup damping tpi si hamas teroris bencong serang israel sembunyi mukim warga,NEGATIVE
hamas pamer senjata sederhana nilai mati israel kewalahan hadap hamas,NEGATIVE
goblog lu ya hamas ambil sandera krn org palestina ditangkepin israel ambil sandera barter israel emang berani perang hadap langsung berani gedung trus mencet tombol roket drone kecut mah,NEGATIVE
sempit cakup konflik israel hamas salah luas cakup konflik manusia benar,NEGATIVE
kerjasama israhell amerika bongkar serang th october hamas rekayasa efek gaung israel mmg relokasi paksa warga palestine mesir bukti usir palestina mesir sembunyi,NEGATIVE
ya israel udah tau tuh hamas ngumpet rumah gamau warga sipil kena senjata gitu aja lu ga paham,NEGATIVE
orang orang keukeuh netral dukung israel otak hati emang udah gak beres anying perang lawan hamas genosida setan minder lihat sikap orang israel buzzerp nya,NEGATIVE
lu neng kemarin hamas nyerang warga israel lu bilang manusia,NEGATIVE
israel hamas war netanyahu in turmoil,NEGATIVE
lengah hamas tentara palestine hamas bela hak warga palestina kerucut masalah hamas vs israel israel jajah vs palestina trjajah slogan tni aja rakyat tni kuat bodoh,NEGATIVE
learn a bit on history gak susah zionis israel emang niat ethnic cleansing dr iya emg hamas ngebomb israel causing casualties ya emang pahlawan diem aja gitu pas jajah belanda hak juang,POSITIVE
kafir dlm orng kafir orng tdk sadar kafir dlm hamas contoh,NEGATIVE
bantai sipil bunuh hamas militer kebalikanya israel lagipula warga israel militer wajib militer kecuali orang tua anak turun arab teknis militer,NEGATIVE
israel fokus ngejar hamas nyerang hamas tuh warga gaza ingat pergi tahan hamas tameng lu bela,NEGATIVE
hostage for hostage masuk akal sih israel bikin open air prison mana duduk gaza tahan israel meanwhile hamas cuman ngambil tahan banding orang palestina gaza,POSITIVE
bacot damai teroris islam hamas hormat aku hak israel exist damai asal belah,POSITIVE
kek si zionis israel tu perang sm hamas deh tpi warga sipil palestin,NEGATIVE
emng nutup benar dah biadab bgt emng gila gila pro israel stressssss moga menfess tl lu lu pd ngeyel bgt bilang kalo hamas salah,NEGATIVE
demo diselurih dunia kecam israel tp kek ga ga gubris gw ya mikir kudu nih biar pimpin negara gerak jd warga israel jg ga kmn kena boikot biar ngerasain jg tuh israel jedag jedug bom balasam hamas gemes gw,POSITIVE
jkuat university juja kenya worldcoin osoro zippy kimindu ballondor president william ruto s willis raburu kalonzo kane nooilforisrael freepalestine jkia diamond saut sol mathew perry gazawar glazers wenger nikujaributu kyambogo hamas israel crimea onana son,NEGATIVE
point out tuh hamas ngebunuh warga sipil israel okt when israel ngelakuin udh israel tuh ngebunuh warga palestina agama islam tuh konflik agama well in fact they just bombed a church in palestine,NEGATIVE
israel basmi hamas palestina kayak gitu presiden ga tau sih,NEGATIVE
peduli orang bunuh usir dr tanah air bilang dukung hamas israel buzzer ga sih indonesia bayar pake paypal gt yahudi ireng kepdan aja dukung bangsa anggap bangsa hina,NEGATIVE
manggil moron ad baik kaca like krn ap cmn like gal gadot hujat abis an kalo emank like postingan israel otomatis sepakat dilakuin perintah israel gitu gw jg bilang like postingan palestin sepakat kerja hamas,POSITIVE
kaum dungu hamas nyerang tgl okt warga sipil israel mati elu kaga baca emang mata elu picek heran hamas dukung,NEGATIVE
gak malu kah tweet udah sources nunjukkin biadab betapa proporsional respon israel ngomongin caplok wilayah terus bunuh peristiwa hamas minimal riset sih komen,NEGATIVE
tweet israel umum perang warga sipil ungsi peta jalur evakuasi batas mesir sedia buka pintu ungsi palestina hamas tdk mengijinkan masyarakat ungsi,NEGATIVE
israel udah kasih ingat warga gaza tinggalin rumah nyerang hamas hamas ngelarang warga pergi diimingi mati syahid wkwkwkw gilir serang ngadu media israel bunuh warga gaza cih,NEGATIVE
elo kklo bodoh perang tgl okt hari sabat hamas menywrang warga sipil israel asa warga negara tahiland jerman prancis usa jg korban mati org ratus disandra elu ga baca dasar mata picek,NEGATIVE
konflik hamas israel konflik agama usaha bangkrut misil misil tembak jamin gampang ituuu,POSITIVE
tajuk israel menang menang berani serang org awam je puih juang hamas main lari,POSITIVE
minggu serang hamas menteri intelijen israel keluar dokumen rahasia setebal puluh halaman urai usir duduk palestina gaza sai utara mesir,NEGATIVE
pakde ga berani ngutuki org israel serang bunuh perkosa bantai teroris hamas dr kliatan mmg pakde ga cerdas jg dlm sbuah konflik munafik jg,NEGATIVE
tweet hamas nyerang sipil israel duluan konser tweet abg lempar petas niat jg nyakitin org udh niat ganggu biarin adekmu rentan dalam rumah pdhl serang balas,NEGATIVE
israel alas bom rs info tawan hamas terowongan bawah rs,NEGATIVE
sederhana israel vs hamas nama tindas ya ngelawan gimanapun muncul kelompok hamas niscaya situasi,NEGATIVE
israel perang lawan hamas sasar jurnalis corong media barat sembunyi gazagenocide rterdogan nooilforisrael,NEGATIVE
burung kirim hamas israel konco nya dah kutuk malin kundang allah kelar,NEGATIVE
israel gerebek kamp ungsi jenin tepi barat serang hamas tgl oktober warga palestina tewas tepi barat tepi barat wilayah hamas,NEGATIVE
lu ngutuk jahat dilakuin a lu ad b bnyk kutuk keras hamas ttp pro palestin bnyk jg kritik perintah israel tp ttp pro israel dunia ga hitam putih,NEGATIVE
israel kutik hadap serang multifront hamas hizbullah via,NEGATIVE
tgl oktober sabat warga sipil israel tembak pasu teroris hamas org tinggal ratus sandera elo kali digoa kayak nabi elu,NEGATIVE
perang israel hamas makan korban eropa,NEGATIVE
blok goblok goblok goblok nalar lu mati gw ga peduli hamas vs israel emang israel nyerang hamas gampang sumpah gampang bgt israel genosida warga inget warga sipil its not about israel vs hamas its all about humanity,NEGATIVE
gin ya blok goblok hamas palestina ngebom israel fasilitas us dr senjata makan medis ngejajah palestina dr ratus palestina tutup nama listrik bantu makan medis israel,NEGATIVE
israel main propaganda sampe pasang ads youtube bikin fake video amerika eropa sm media cnn nutupin jahat israel jd bikin hoax hamas teroris tambah mayoritas palestina muslim mangkanya teroris semat,NEGATIVE
mantan tentara israel hamas kalah dekat beda,NEGATIVE
blok blok ya gw gak terima juang bilang teroris aja kali kaya hamas skrg mau israel palestina gak tentara gitu busuk banget ya israel dasar illegal imigran eropa tolol,NEGATIVE
skrg hamas israel tanya,NEGATIVE
kalo manusia emang warga israel gak korban manusia culik bunuh penggal hamas,NEGATIVE
hamas amp palestine lawan lawan anggota tentera amp raja israel org awam mudarat nampak cedera tawan nope they never do that that s why i said you are twisting my word,NEGATIVE
konflik hamas israel ahy dukung perintah laku langkah strategis m o pdemokrat agusyudhoyono demokrat rakyat,POSITIVE
bantu obat an sembako ga guna kutuk indonesia hub bilateral israel israel perang hamas palestina,NEGATIVE
mewek dibales serang hamas aja warga israel sampe ngemis lindung warga gaza udah tahun serang gak ngemis tuh dunia,NEGATIVE
west bank gak hamas cek udah kali israel ngeb m west bank amp warga sipil palestina west bank tinggal krn b m serang iof sampe udh kalo israel nyerang hamas tp ethnic cleanse palestina,NEGATIVE
haya ndo mashambulizi ya israel dhidi ya hamas parestine naomba aman itawale,NEGATIVE
iya sadar aja minimal mahamin konflik hamas tu fatah tu israel ajar sejarah bagus amp jujur bts army kemarin keren asli suara langsung lakuin donasi i appreciate them a lot,POSITIVE
bela israel hamas mulu alesan wkwk gak alesan yak wkwk org palestine gak salah mati bodo deh kalo lu jebak bangun teroris mending lu jg bom mati aja,NEGATIVE
hamas hamas mulu disalahin israel nyerang warga sipil kaga negor si anjing,NEGATIVE
ganjar tarik khofifah ridwan kamil tim menang pilpres kiky yesus bandara kertajati feni israel boikot ten hag ganjar presiden durian haaland manchester senin emyu hamas yahudi antony halloween jatinangor,NEGATIVE
ganjar kampanye jaga sehat investasi harga kiky yesus bandara kertajati feni israel boikot ten hag ganjar presiden durian haaland manchester senin emyu hamas yahudi antony halloween jatinangor,NEGATIVE
konten org militer israel lantang segan bunuh warga palestina liat hamas bener isi isis dkk umat muslim palestina,NEGATIVE
disc ga benar serang hamas warga sipil adil duluan duluan langgar israel bahas,NEGATIVE
mahkamah keluarga kiky yesus bandara kertajati feni israel boikot ten hag ganjar presiden durian haaland manchester senin emyu hamas yahudi antony halloween jatinangor,NEGATIVE
jujur anggota hamas samar press informasi palsu publik negara ancam hamas sisi politis israel probabilitas,NEGATIVE
indonesia sharusnya buka kirim pemuda pemudi koar bela hamas utk perang lawan israel,NEGATIVE
okt teroris hamas isis terjun payung tembak warga israel ingat sabat tuhan bangsa yahudi seret amp culik amp perkosa amp bunuh amp tawan tinggal okt orang,NEGATIVE
inti emang pakde jd kliatan py integritas eksplisit hy pgn dukung mayoritas tp ga bs duduk salah udh ga urus sm palestina perang israel teroris hamas,NEGATIVE
palestina juang merdeka jalur diplomasi bentuk plo tpi garis keras jalur damai bentuk hamas tuju usir israel palestina apa konflik puluh,NEGATIVE
israel manipulasi biar hamas kambing hitam hamas beneran bunuh orang ya coba hamas if you think hamas is the monster then who created them first,NEGATIVE
loh gimana tuh bocah ga kena orang jadiin tameng hamas hamas nyerang langsung warga sipil israel nyerang petinggi ga berani israel berani warga,NEGATIVE
ga habis pikir bilang hamas duluan israel hamas nyerang duluan goa sinyal internet oktober kemarin alas hamas nyerang alas hamas bentuk ga bahas,NEGATIVE
rusia mikir kali utk turun perang israel hamas rusia sdh biaya perang ukraina jg pasu rusia sdg dibuthkan utk ngdepin ukraina plg jual senjata spt korea utara,NEGATIVE
problem beda dapat gimana coba sebutin aja alesan benar israel tindak gegara hamas ngebom kalo bilang netral aja kyk gw bodo humanity amp genocide urus gw,NEGATIVE
ya logika macet israel serang salah kalo hamas serang bela gw ga omong kosong bro gw bela rakyat sipil salah jaidnkorban kacau ya beda peperangan negara,NEGATIVE
ya tpi harap hamas bentuk perintah palestina hamas kumpul org negara israel anggap teroris amp fakta palestina dilema akan sandera konflik hamas vs israel,NEGATIVE
serang roket hamas terus timbul rusa tel aviv respond akibat serang israel henti malam hantam rumah sakit al quds gaza iblis serang rumah sakit nama zionist,NEGATIVE
gilir balas ama israel nang suruh aja hamas kasih makan bantu,POSITIVE
stigma orang kalo udah dijejelin palestina umat muslim tindas tante gua udah x kunjung israel masuk wilayah ramal nabi saleh hebron orang palestina dagang wilayah israel brengsek hamas nya,NEGATIVE
dukung daulat palestina kutuk hamas bunuh warga sipil akibat rusak nama juang merdeka daulat palestina pro palestina anggap pro hamas dukung israel,NEGATIVE
pilih damai yerusalem wilayah internasional israel kembali filistin kembali ego gedhe hamas kuasa wilayah umat islam alas agama ya ga kelar kelar,POSITIVE
hamas respon ya lahir akibat tindas israel tindas lahir utk balas dendam akibat bunuh tentu lahir negara israel solusi negara jd,NEGATIVE
posting foto idf jackson posting foto dukung teroris hamas tanah israel,NEGATIVE
ya ngapain israel buang duit puluh langsung bom aja israel ga ngusir rakyat gaza kejar hamas hamas jadiin rakyat tameng kecut emang gilir israel tenang rakyat sipil israel serang tolol banget,NEGATIVE
hamas nazis,NEGATIVE
pikir iya ya si israel alas nyerang palestina warga culik hamas gak fokus nyelamatin warga aja ya ngebom palestina culik hamas kek aja,NEGATIVE
makas kak infonyaaa msh umat kristiani ga open minded kakak aja komenan blg netral tp sudut hamas pas liat bionya kutip alkitab dukung israel krn hate islam kah msh bingung,NEGATIVE
ga ngerti orang indo zionis bela israel sok sok condemn hamas like what happened in gaza rn literally what happened to us not even a century ago pikir hirup nafas bebas gin ga pake martyr ga darah darah cap teroris,NEGATIVE
kemaren mama ku hamas sebenernya tni kah and she said hamas organisasi juang rebut tanah air they re not official militer israel takut banget shame on you nyebut nyebut hamas teroris elu bajing teroris,NEGATIVE
karna kemarin hamas nyerang israel korban sipil wajar israel nyerang sumpah lu tolol ape gimane sih,NEGATIVE
yuyur bgt kemarin ignorance berita kini ngikutin bbrp story orang pro israel karna serang hamas tp masak iya sih bela israel karna serang sampe nemu story dokter muda followers,POSITIVE
akar masyarakat islam jg bnyak israel hancur hamas sukses dkrng ku israel skrng kalah perang sipil bnyak mati empat palestina gak bg nanya doang ya,NEGATIVE
heran gilir hamas kecam tp israel ngelakuin lbh keji oktober kgk komen,NEGATIVE
ya wajar hamas usir jajah keji israel korban israel an coba hitung korban palestina israel jajah palestina,NEGATIVE
kali correct me if im wrong hamas offer nak lepas tawan dorg in return israel lepas tawan org org palestine jugak israel tolak haritu hamas announced correct me again if im wrong israelis bunuh sbb serang israel tu kat gaza gila gila,NEGATIVE
hamas ajar sejarah israel gak nanggung balas laku warga sdh bukti kali kok lu harap israel diam aja tindak guoblokkkk nama,NEGATIVE
rocket hamas tembak kena hospital depa beza takdak sorang mati keh orang israel dah prepare bawak keluaq sakit,NEGATIVE
bissmillah mang perang darat mah insya allah meunang israel mah wani na ka budak leutik make pesawat upam tos face to face sareng hamas mah ngabalecir,POSITIVE
dorg nk ckp lakon nak nk israel kena selmatkn jugak nak nak kena syarat hamas or biar rkyat dorg mati tu ja,NEGATIVE
jajah israel palestina mas serang hamas self defense,NEGATIVE
contoh ironi sempurna netanyahu hamas kuat eksistensi serang hamas ulang ulang rakyat israel pilih pimpin konservatif jago perang netanyahu krn israel balas dg keras rakyat gaza butuh lindung hamas,POSITIVE
hamas serang bunuh warga sipil israel diam cinta damai sepakat hamas urus aja negara ga kepo negara orang minoritas tindas dlm negeri,NEGATIVE
lihat timeline sejarah nanggung bang lihat nakba hamas bentuk puluh jajah israel,POSITIVE
nganggap warga sipil bunuh hamas manusia dukung hamas notabene teroris alas ngebantai warga sipil israel,NEGATIVE
conflict update hari rusak kota jenin tepi barat palestine israel babi buta luncur serang udara bangun bangun mukim tepi barat hamas dominan tepi barat fatah,NEGATIVE
hai moniq indonesia bodoh lalau hoax indonesia israel teroris nyata musuh dunia bangun narasi hamas teroris teroris israel biadab jahat manusia,NEGATIVE
dukung palestina tentang jajah muka bumi juang palestina hamas pasu identitas muslim berani lawan israel org spt pikir gera dukung palestina adlh gera bela islam,POSITIVE
invasi israel aneh ngaku balas perang hak bela cari hamas ya hamas tepi barat kena bom kaya luas teritori israel,NEGATIVE
hai moniq indonesia bodoh lalau hoax indonesia israel teroris nyata musuh dunia bangun narasi hamas teroris teroris israel biadab jahat manusia,NEGATIVE
lu gak nyambung konteks perang hamas tggl oktober lu narik hamas nyerang israel bunuh orang lu sorak gembira tendensi lu mmg bkn manusia tp krena doktrin,POSITIVE
where is that love give that love to us the palestinian people so that we can feel it too israel hamas durian malam genosida bandara kertajati warning boikot freepalestine syailendra kiky jatinangor sabana dubai zionis,NEGATIVE
mosok arek cilik koyok ngene melu hamas cok ancen israel kontol,NEGATIVE
hai moniq indonesia bodoh lalau hoax indonesia israel teroris nyata musuh dunia bangun narasi hamas teroris teroris israel biadab jahat manusia,NEGATIVE
hamas hadir lahir mas plo lahir asi games indonesia tolak hadir tim israel utk dukung merdeka palestina hamas organ lawan beda anak ideologis biologis,NEGATIVE
esk israel maintenant bombarde hamas non donc ftg,NEGATIVE
banding gak pas arek suroboyo target tentara sekutu bandung laut api dasar strategi scorched earth kalo hamas roket luncur mukim warga israel harap korban israel warga tentara,NEGATIVE
hamas menyandra tahan perang dasar teroris bangsat kasi israel israel sangka genosida netral ga sih,NEGATIVE
ngecam hamas sih anjir israel duluan nyerang palestine dri sekali ngebela playing victim asw,NEGATIVE
bilang tahan israel tahan mujahidin hantar mesej netanyahu raja zionis terjemah hello tahan hamas malam sidang media keluarga tawan patut gencat senjata,NEGATIVE
orang tolol banyak gak sadar tolol kek lu nih jurnalis asli israel aja paham klo negara salah lu nyalahin hamas gak lu nyalahin tomo pahlawan rela ngebakar bandung laut api biar wilayah indonesia gak ambil alih,NEGATIVE
video rilis hamas sandera israel transletenya al jazeera news,NEGATIVE
salah hamas perintah israel utama ego korban warga sipil belah bukti gera kanan dunia gera bahaya atas segara,NEGATIVE
salah hamas perintah israel utama ego korban warga sipil belah bukti gera kanan dunia gera bahaya atas segara,NEGATIVE
rishki sunak denialnya ampun kasih fakta israel ngelakuin langgar perang west bank ga hamas mari malu maluin bgt minimal kasib masuk akal dikit,NEGATIVE
yeh log tmhari maa ki kus hain kisi randi ki oulad mdchod tum jaisay gandu rupay pay gand marwanay walay say our kia tawaqh ki ja sakti hy kisi awara kutya ki oulad ye iran hi hay jisnay tnhari maa kay yar israel ko thoka hy hizbullah our hamas ki madad kar kay,NEGATIVE
kalo gantung hamas perintah israel voting kayak gin ga anjing gua kalo hamas pilih gencat senjata perintah israel trus nyerang gaza tuju tai voting desa aja,NEGATIVE
hamas ya parpol parpol kuasa jalur gaza parpol nya cth pflp fatah nguasain west bank area palestine jerusalem lu liat peta gaza isolir gaza dulunya udah asai israel n dikembaliin damai palestina,POSITIVE
israel yatangaje ko aba tanzania babiri bari mu bashimuswe n umutwe wa hamas hafi y umupaka wa gaza mu ntambara yatangiye taliki ukwakira,POSITIVE
klo percaya israel rang hamas aja bodoh banget target sipil emang ngabisin orang palestina,NEGATIVE
kutuk serang hamas israel dukung serang serang,NEGATIVE
official hamas terowongan tanah tanah gaza utk juang warga sipil tanggung pbb israel hasil fitnah pake ai,NEGATIVE
tuju israel amp hamas salah hamas gera tanah gk resmi perintah sembunyi balik warga akibat balas otomatis warga korban israelpun salah karna henti bangun mukim tepi barat amp gerus wilayah palestina,NEGATIVE
girl hamas tu kanak kanak palestine mangsa israel tahan tanah mcm ko rumah ko kna ambk org takkn nk biar je,NEGATIVE
gimana kalo hamas bantai warga israel dibolehin,NEGATIVE
usamah hamdan juru bicara hamas mujahidin hasil hancur kendaaan tempur israel panser tank jam tempur gaza,NEGATIVE
khaled mashal rusia untung serang hamas israel,NEGATIVE
sorry bro hamas tu rakyat palestine jd mangsa israel so tahan hak mcm ko org nk ambk rumah ko takkn ko x tindak,NEGATIVE
fair sih musti kutuk serang hamas sipil israel ga sih,NEGATIVE
jeshi la anga la israel lada kufanya mashambulizi zaidi dhidi ya hamas,NEGATIVE
ajar sejarah mslh warga palestina israel vs teroris hamas ngutukin trs bpk kena kutuk lho hati,NEGATIVE
sorry to say but orang percaya israel cuman rang hamas bodoh tolol buta akal pikir,NEGATIVE
villa songgoriti kota wisata batu pojok luas m shm info zionis israel hamas yerusalem boikot genoside yesus chindo feni kartajati durian kiky ratih warning olive sabana kembang burger ganjar presiden gibran prabowo mahfud muhaimin freepalestine,NEGATIVE
nampaknya pentadbiran netanyahu desak rakyat terima tawar hamas bebas tahan palestine penjara israel serang darat desa gencat hebat,POSITIVE
tau gak guna tolong palestina kacau negara tingkah sifat orang palestina buruk hasil doktrin teroris hamas hihh takut,NEGATIVE
umum biro politik hamas ghazi hammad brigade al q ss m usir musuh masuk brigade al q ss m rugi tewas personel hancur alat israel,NEGATIVE
israel jaya hapus hamas perang darat john mearsheimer via,POSITIVE
konflik hamas israel ahy dukung perintah laku langkah strategis m o pdemokrat agusyudhoyono demokrat rakyat,POSITIVE
sebarin video nya guys israel ketar tir krn kondisi sandera aja gak kayak klaim media gak upload video gambar tok gak ngarang hamas luka sandera wkwkwkkwk,NEGATIVE
oktober hamas serang israel hamas tembak babi buta warga sipil mati sandera kutuk mana empati netralitas presiden korban palestine korban tewas,NEGATIVE
serang hamas israel kemaren jahat perang,NEGATIVE
masuk akal sih rusia ukraina darat perang kalok gin udah sulit sih negara negara pro israel foto vidio nunjukin brutal idf btw hamas udah pasif kah ngak kek sampek nyerang sipil,NEGATIVE
hamas dulunya ya anak palestine hilang keluarga rumah krn israel,NEGATIVE
gaza genocide netenyahu hamas kassam srael putin ceasefireingaza israelterorrist biden erdogan matthewperry takeactionforgaza elon musk friends dolar dzeko bilal hanc eyma chandler bing,NEGATIVE
puak ni nak mampoih perangai dr setan dok belakon acah victim sddgkan depa sial hampa bunuh kanak palestine kejam lps tu hampa nak tuduh hamas israel hg blh pi mati hg org bodo sgt ka nak percaya video edit mcm ni,NEGATIVE
palestinian nam log koi hota hi nahi sirf hamas israel is doing a great job,POSITIVE
menteri uea kutuk serang hamas israel hamas bebas tahan syarat,NEGATIVE
lihat laku si hamas kecut allah palsu kasih otak pintar umat umat tolol bunuh warga sipil israel sebab musnah manusia gaza,POSITIVE
lu mikir gimana bikin israel bangkrut israel datang utus ahli likuidasi moneter membumihanguskan grescourse serta keluarga lu pikir risiko eksistensi diri deh lu pikir lindung korban hamas gaza tolol lu,NEGATIVE
si goblok wisata rohani tb jd indikasi dukung israel susah ngomong orang goblok oh iy btw queer kek lo palestine lempar atap hamas usir bunuh org agamais sono moga lo ga salah tentu pilih,NEGATIVE
tuju hamas bunuh orang israel orang layak hidup,NEGATIVE
seru korespondens media israel video video nyata korban keluarga korban masyarakat bantu hamas perang psikologis yaahhh video udh masuk tweet gue gimana ga gue takedown,NEGATIVE
ya krena emg tuju israel orang percaya kalo huru hara krena hamas israel korban sluruh dunia empati israel abur fakta udah th israel jajah amp serang palestina bhkan hamas blm israel udah skejam,NEGATIVE
but why does israel blind attack gaza krn gaza udh ditempatin sm hamas its been their headquarter circa jd sbnrnya tuju attacknya hamas israel failed to notice gaza dominasi hamas tetep local citizens kena,NEGATIVE
goblok israel bengis kayak gitu lu bela orang kristen palestina intimidasi tindas lu gak suara hamas sandera orang lansia anak anak hamas gak bunuh laku layak manusia,NEGATIVE
cont sebenernya tuh israel vs hamas attack turun hamas israel orang tinggal rakyat sandera hamas yes i do support israel fighting against hamas,NEGATIVE
do i support israel gal gadot bela israel sebenernya recent bomb attack israel gaza blind attack hamas ngebom israel duluan sebenernya israel lawan palestina,NEGATIVE
hamas sapu bersih pilihanraya palestine kepala israel ni western us dah iktiraf hamas ganas kesan palestine teruk hantam israel dorang je dorang nk sbb alas terrorist,NEGATIVE
nenek cari perhati aja kalo bener aktivis israel ga perang aja lawan hamas fitnah fitnah situ nambah dosa aja,NEGATIVE
dukung teroris hamas otak,NEGATIVE
dah yah silah aja bela teroris hamas moga teoris cundang egois kyk hamas cepat musnah dri muka bumi damai warga gaza israel wujud,NEGATIVE
rumah kawasan islami kota malang tipe kt km shm split harga milyar info freepalestine israel genoside zionis yerusalem hamas ganjar yesus boikot chindo feni kiky durian warning olive sabana betina bandara kembang burger prabowo anies,NEGATIVE
agama fakta mang dukung israel krn biblical islam ustadz anti hamas rakyat palestina hijrah pakai basis manusia adil merdeka ya mampus israel,POSITIVE
tuduh hamas terorrist aja tuduh juang juang merdeka terorrist orang orang kekeh bilang orang tsb khianat juang merdeka terrorist belanda barat untuk dukung zionis israel,NEGATIVE
zionist israel lani depa org palestine dok maklumat kt israel depa ni dah hg duduk israel ka depa pikiaq nak hancur hamas ka org palestine ka janji settle zionist ni pikiaq benda dh sbb depa takdak otak,NEGATIVE
drama nama bebas sandera israel keluar wonder women lawan hamas good shooted anyway timbul tembak juang hamas duduk sipil,NEGATIVE
bawa banding anak anak israel serang hamas ya bener bobrok media sosial sih mudah percaya omong zionis pokok percaya omong zionis mamarika gocek media,NEGATIVE
konflik israel hamas presiden jokowi jabat daerah waspada dampak beritajogja jogja jogjaistimewa,POSITIVE
hamas bancurkan tank jajah israel perang darat freepalestine,NEGATIVE
kerjasama dg israel untung kerjasama hamas lu pikir hubung internasional mimpi harap wkwk tanggung pimpin negara negara,POSITIVE
tanggap zionis kalo liat gimana deh udah banget loh video biadab israel tetep bain ni iblis pake alesan nyalahin hamas pdhl terroristnya tu israel anjing,NEGATIVE
rang org palestina perang israel teroris hamas,NEGATIVE
gaza genocide netenyahu hamas kassam srael putin ceasefireingaza israelterorrist biden erdogan matthewperry takeactionforgaza elon musk friends dolar dzeko bilal hanc eyma chandler bing,NEGATIVE
salah israel lupa keji hamas,NEGATIVE
konflik hamas israel ahy dukung perintah laku langkah strategis m o pdemokrat agusyudhoyono demokrat rakyat,POSITIVE
gaza genocide netenyahu hamas kassam srael putin ceasefireingaza israelterorrist biden erdogan matthewperry takeactionforgaza elon musk friends dolar dzeko bilal hanc eyma chandler bing,NEGATIVE
ga pro hamas pro cease fire anggota hamas mati ya so be it emg kombat narasi rang israel hamas ya invalid bukti ya tepi barat,NEGATIVE
sisi israel klaim juang sandera tembak ratus orang lari coba pasuk terowongan hamas bebas sandera posting,NEGATIVE
gaza genocide netenyahu hamas kassam srael putin ceasefireingaza israelterorrist biden erdogan matthewperry takeactionforgaza elon musk friends dolar dzeko bilal hanc eyma chandler bing,NEGATIVE
pbb masyarakat bahan dunia seruh gencat senjata israel buka mata kait serang hamas menghujam israel coba pikir gencat senjata israel serang,POSITIVE
hindar anggap agresor israel taktik operasi bendera palsu cipta kesan tahan agresi brutal hamas operasi false flag hamas bentuk amerika israel,NEGATIVE
